,batter_id,batter_name,year,avg,G,AB,R,H,1B,2B,3B,HR,TB,BB,HBP,SO,SLG,OBP,OPS,BABIP
1987,274,정의윤,2016,0.311,144,576,68,179,119,32,1,27,294,25,10,76,0.51,0.34700000000000003,0.857,0.321353065539112
1988,274,정의윤,2017,0.321,112,349,44,112,81,16,0,15,173,19,9,61,0.496,0.3670000000000001,0.863,0.3553113553113553
1989,274,정의윤,2018,0.272,73,217,27,59,39,9,0,11,101,19,2,29,0.465,0.335,0.8,0.2711864406779661
1995,275,정주현,2016,0.222,99,225,30,50,36,12,1,1,67,28,0,66,0.298,0.306,0.604,0.310126582278481
1997,275,정주현,2018,0.261,115,303,48,79,57,14,2,6,115,27,2,68,0.38,0.324,0.7040000000000001,0.31877729257641924
2003,277,정진기,2017,0.23399999999999999,90,197,37,46,29,5,1,11,86,9,4,55,0.4370000000000001,0.281,0.718,0.26717557251908397
2004,277,정진기,2018,0.244,96,201,33,49,37,8,1,3,68,6,2,45,0.33799999999999997,0.273,0.611,0.3006535947712418
2007,278,정진호,2015,0.23399999999999999,77,154,37,36,24,5,3,4,59,14,1,24,0.38299999999999995,0.302,0.685,0.25396825396825395
2009,278,정진호,2017,0.28300000000000003,97,198,43,56,38,11,2,5,86,19,1,32,0.434,0.345,0.7789999999999999,0.3167701863354037
2010,278,정진호,2018,0.301,111,269,53,81,66,12,1,2,101,19,1,44,0.375,0.348,0.723,0.3542600896860987
2013,279,정현,2017,0.3,124,350,45,105,76,20,3,6,149,18,22,69,0.426,0.369,0.7949999999999999,0.36
2014,279,정현,2018,0.265,65,117,16,31,22,7,0,2,44,9,0,28,0.376,0.317,0.6930000000000001,0.3333333333333333
2031,282,정훈,2012,0.2,78,125,12,25,18,4,1,2,37,3,0,42,0.29600000000000004,0.217,0.513,0.2839506172839506
2032,282,정훈,2013,0.258,113,341,50,88,65,15,3,5,124,30,8,54,0.364,0.32799999999999996,0.6920000000000001,0.29432624113475175
2033,282,정훈,2014,0.294,124,477,89,140,103,27,7,3,190,62,11,105,0.39799999999999996,0.386,0.784,0.3712737127371274
2034,282,정훈,2015,0.3,135,486,85,146,108,27,2,9,204,52,14,102,0.42,0.382,0.802,0.36533333333333334
2035,282,정훈,2016,0.262,121,370,48,97,75,18,2,2,125,43,16,75,0.33799999999999997,0.36200000000000004,0.7,0.3242320819112628
2036,282,정훈,2017,0.248,68,109,16,27,16,8,2,1,42,18,5,28,0.385,0.376,0.7609999999999999,0.325
2037,282,정훈,2018,0.305,91,174,33,53,35,10,1,7,86,16,1,39,0.494,0.361,0.855,0.359375
2067,286,조수행,2018,0.27899999999999997,119,183,35,51,40,6,4,1,68,9,0,33,0.3720000000000001,0.311,0.6829999999999999,0.33557046979865773
2122,293,주효상,2017,0.195,64,118,10,23,17,5,0,1,31,9,2,51,0.263,0.264,0.527,0.3333333333333333
2123,293,주효상,2018,0.218,80,110,9,24,20,3,0,1,30,10,2,36,0.273,0.295,0.5680000000000001,0.3150684931506849
2125,294,지석훈,2005,0.179,61,106,10,19,14,3,0,2,28,3,1,35,0.264,0.209,0.473,0.2463768115942029
2127,294,지석훈,2007,0.182,89,203,22,37,28,6,1,2,51,22,2,53,0.251,0.268,0.519,0.23648648648648649
2129,294,지석훈,2011,0.22,52,109,9,24,15,6,1,2,38,12,1,29,0.349,0.301,0.6499999999999999,0.28205128205128205
2130,294,지석훈,2012,0.17300000000000001,61,104,11,18,12,4,1,1,27,10,4,24,0.26,0.271,0.531,0.21518987341772153
2131,294,지석훈,2013,0.22,105,309,25,68,42,21,2,3,102,31,7,82,0.33,0.302,0.632,0.29017857142857145
2132,294,지석훈,2014,0.27399999999999997,114,212,26,58,34,14,4,6,98,16,6,46,0.462,0.34,0.802,0.325
2133,294,지석훈,2015,0.267,137,415,53,111,85,15,0,11,159,23,16,85,0.38299999999999995,0.32799999999999996,0.7110000000000001,0.31347962382445144
2134,294,지석훈,2016,0.21899999999999997,141,351,34,77,54,14,0,9,118,22,9,91,0.336,0.278,0.6140000000000001,0.27091633466135456
2135,294,지석훈,2017,0.239,121,268,29,64,42,16,0,6,98,22,10,67,0.366,0.318,0.6839999999999999,0.29743589743589743
2139,295,지성준,2018,0.275,99,207,22,57,43,7,0,7,85,12,2,55,0.41100000000000003,0.32,0.731,0.3448275862068966
2166,300,채은성,2014,0.27699999999999997,62,159,18,44,31,11,1,1,60,21,10,36,0.377,0.385,0.762,0.3524590163934426
2167,300,채은성,2015,0.249,90,173,25,43,26,11,2,4,70,14,5,39,0.405,0.318,0.7230000000000001,0.3
2168,300,채은성,2016,0.313,128,403,64,126,94,20,3,9,179,31,7,75,0.444,0.365,0.8089999999999999,0.3667711598746082
2169,300,채은성,2017,0.267,114,333,28,89,72,12,3,2,113,17,11,66,0.33899999999999997,0.32299999999999995,0.662,0.3283018867924528
2170,300,채은성,2018,0.331,139,529,78,175,112,36,2,25,290,35,9,97,0.5479999999999999,0.379,0.927,0.36855036855036855
2172,301,채태인,2008,0.266,68,248,32,66,43,12,1,10,110,19,2,55,0.444,0.322,0.7659999999999999,0.30601092896174864
2173,301,채태인,2009,0.293,118,368,58,108,63,26,2,17,189,49,5,90,0.514,0.382,0.8959999999999999,0.3486590038314176
2174,301,채태인,2010,0.292,102,356,48,104,77,13,0,14,159,33,2,94,0.447,0.353,0.8,0.3629032258064516
2175,301,채태인,2011,0.22,53,182,25,40,27,7,1,5,64,33,1,59,0.35200000000000004,0.33899999999999997,0.6910000000000001,0.2966101694915254
2176,301,채태인,2012,0.207,54,135,15,28,20,7,0,1,38,21,2,35,0.281,0.321,0.6020000000000001,0.2727272727272727
2177,301,채태인,2013,0.381,94,299,52,114,88,15,0,11,162,38,5,70,0.542,0.45899999999999996,1.001,0.4724770642201835
2178,301,채태인,2014,0.317,124,492,69,156,103,38,1,14,238,41,2,91,0.484,0.368,0.852,0.3669250645994832
2179,301,채태인,2015,0.348,104,333,35,116,89,19,0,8,159,33,3,92,0.47700000000000004,0.408,0.885,0.463519313304721
2180,301,채태인,2016,0.28600000000000003,124,370,29,106,82,14,3,7,147,36,2,92,0.397,0.345,0.742,0.36531365313653136
2181,301,채태인,2017,0.322,109,342,46,110,74,23,1,12,171,34,5,94,0.5,0.38799999999999996,0.888,0.4152542372881356
2182,301,채태인,2018,0.293,130,376,44,110,77,18,0,15,173,34,5,107,0.46,0.35600000000000004,0.8160000000000001,0.37401574803149606
2223,307,최승준,2016,0.266,76,199,31,53,29,5,0,19,115,28,3,66,0.578,0.364,0.9420000000000001,0.2982456140350877
2231,308,최영진,2018,0.294,61,126,13,37,26,7,0,4,56,10,0,30,0.444,0.341,0.785,0.358695652173913
2237,310,최원준,2017,0.308,72,156,27,48,30,15,0,3,72,10,2,20,0.462,0.35100000000000003,0.813,0.3383458646616541
2238,310,최원준,2018,0.272,101,302,46,82,63,14,1,4,110,20,4,58,0.364,0.324,0.688,0.325
2240,311,최윤석,2011,0.244,82,156,21,38,32,4,1,1,47,32,7,38,0.301,0.395,0.696,0.3162393162393162
2241,311,최윤석,2012,0.22899999999999998,109,170,17,39,37,1,0,1,43,33,2,36,0.253,0.359,0.612,0.2857142857142857
2249,312,최재훈,2014,0.24100000000000002,48,112,9,27,22,3,1,1,35,5,3,22,0.313,0.287,0.6,0.29213483146067415
2252,312,최재훈,2017,0.257,104,269,22,69,58,10,0,1,82,26,8,36,0.305,0.34,0.645,0.29310344827586204
2253,312,최재훈,2018,0.262,128,298,36,78,60,17,0,1,98,20,15,61,0.32899999999999996,0.337,0.6659999999999999,0.326271186440678
2255,313,최정,2006,0.221,92,280,25,62,39,11,0,12,109,14,7,90,0.389,0.275,0.664,0.2808988764044944
2256,313,최정,2007,0.267,122,408,49,109,73,19,1,16,178,33,11,84,0.436,0.33799999999999997,0.774,0.30194805194805197
2257,313,최정,2008,0.32799999999999996,114,406,77,133,96,24,1,12,195,41,17,58,0.48,0.41,0.8899999999999999,0.3601190476190476
2258,313,최정,2009,0.265,99,339,63,90,56,15,0,19,162,40,22,64,0.478,0.376,0.8540000000000001,0.27734375
2259,313,최정,2010,0.3,123,400,84,120,68,31,1,20,213,49,20,72,0.5329999999999999,0.396,0.929,0.3246753246753247
2260,313,최정,2011,0.31,113,403,64,125,79,25,1,20,212,46,20,72,0.526,0.402,0.9279999999999999,0.33762057877813506
2261,313,최정,2012,0.3,130,474,85,142,82,33,1,26,255,49,21,98,0.5379999999999999,0.385,0.9229999999999999,0.3314285714285714
2262,313,최정,2013,0.316,120,434,75,137,91,18,0,28,239,64,24,109,0.551,0.429,0.98,0.367003367003367
2263,313,최정,2014,0.305,82,308,65,94,60,20,0,14,156,37,12,69,0.506,0.397,0.903,0.35555555555555557
2264,313,최정,2015,0.295,81,275,43,81,47,17,0,17,149,46,5,78,0.542,0.401,0.943,0.35555555555555557
2265,313,최정,2016,0.28800000000000003,141,500,106,144,79,24,1,40,290,77,23,126,0.58,0.40299999999999997,0.983,0.31137724550898205
2266,313,최정,2017,0.316,130,430,89,136,71,18,1,46,294,70,19,107,0.684,0.4270000000000001,1.111,0.3249097472924188
2267,313,최정,2018,0.244,115,406,95,99,47,16,1,35,222,58,23,129,0.547,0.368,0.915,0.2644628099173554
2270,314,최정민,2016,0.32899999999999996,88,155,29,51,46,4,1,0,57,8,7,48,0.368,0.386,0.754,0.4766355140186916
2277,315,최주환,2012,0.271,81,210,29,57,42,11,2,2,78,18,3,23,0.371,0.336,0.7070000000000001,0.2972972972972973
2279,315,최주환,2014,0.28,82,189,38,53,35,14,0,4,79,14,2,25,0.418,0.33299999999999996,0.7509999999999999,0.30625
2280,315,최주환,2015,0.282,100,238,34,67,44,16,2,5,102,25,3,34,0.429,0.35600000000000004,0.7849999999999999,0.31155778894472363
2281,315,최주환,2016,0.281,85,160,21,45,32,11,0,2,62,12,4,19,0.38799999999999996,0.33899999999999997,0.7270000000000001,0.30935251798561153
2282,315,최주환,2017,0.301,129,399,65,120,91,16,6,7,169,38,9,58,0.424,0.37,0.794,0.3383233532934132
2283,315,최주환,2018,0.33299999999999996,138,519,87,173,102,39,6,26,302,51,10,89,0.5820000000000001,0.397,0.9790000000000001,0.36386138613861385
2286,316,최준석,2005,0.24600000000000002,100,280,19,69,53,8,0,8,101,24,3,58,0.361,0.312,0.6729999999999999,0.2850467289719626
2287,316,최준석,2006,0.251,109,315,28,79,57,11,0,11,123,34,3,67,0.39,0.32899999999999996,0.7190000000000001,0.2869198312236287
2288,316,최준석,2007,0.244,121,386,48,94,56,20,2,16,166,51,2,95,0.43,0.33,0.76,0.28363636363636363
2289,316,최준석,2008,0.225,67,169,16,38,27,5,0,6,61,23,1,46,0.361,0.318,0.679,0.27350427350427353
2290,316,최준석,2009,0.302,116,361,49,109,81,11,0,17,171,49,3,77,0.474,0.386,0.86,0.3445692883895131
2291,316,최준석,2010,0.321,127,424,63,136,87,26,1,22,230,50,5,83,0.542,0.397,0.939,0.3573667711598746
2292,316,최준석,2011,0.271,124,421,49,114,73,26,0,15,185,56,1,104,0.439,0.354,0.7929999999999999,0.32781456953642385
2293,316,최준석,2012,0.25,89,248,15,62,52,3,1,6,85,25,2,47,0.34299999999999997,0.322,0.665,0.28717948717948716
2294,316,최준석,2013,0.27,100,222,22,60,45,8,0,7,89,39,0,47,0.401,0.376,0.777,0.31547619047619047
2295,316,최준석,2014,0.28600000000000003,121,371,54,106,70,13,0,23,188,81,2,88,0.507,0.41100000000000003,0.918,0.3192307692307692
2296,316,최준석,2015,0.306,144,507,78,155,105,18,1,31,268,108,1,134,0.529,0.428,0.957,0.36257309941520466
2297,316,최준석,2016,0.262,116,325,49,85,56,10,0,19,152,64,3,102,0.46799999999999997,0.384,0.8520000000000001,0.3235294117647059
2298,316,최준석,2017,0.29100000000000004,125,409,43,119,90,15,0,14,176,49,1,89,0.43,0.364,0.794,0.3431372549019608
2299,316,최준석,2018,0.255,93,153,7,39,32,3,0,4,54,24,0,41,0.353,0.35200000000000004,0.705,0.32407407407407407
2300,317,최진행,2004,0.20600000000000002,79,209,28,43,24,10,0,9,80,25,2,79,0.38299999999999995,0.294,0.677,0.2809917355371901
2304,317,최진행,2010,0.261,129,464,66,121,67,22,0,32,239,47,9,131,0.515,0.33899999999999997,0.8540000000000001,0.2956810631229236
2305,317,최진행,2011,0.276,127,434,63,120,89,11,1,19,190,61,13,107,0.43799999999999994,0.38,0.8180000000000001,0.32792207792207795
2306,317,최진행,2012,0.248,120,395,59,98,55,26,0,17,175,66,6,109,0.44299999999999995,0.361,0.804,0.30111524163568776
2307,317,최진행,2013,0.3,106,367,39,110,75,27,0,8,161,50,3,86,0.439,0.387,0.8260000000000001,0.37362637362637363
2308,317,최진행,2014,0.261,99,299,32,78,50,16,0,12,130,23,3,79,0.435,0.317,0.752,0.3173076923076923
2309,317,최진행,2015,0.29100000000000004,109,333,55,97,62,17,0,18,168,65,4,101,0.505,0.41,0.915,0.3691588785046729
2311,317,최진행,2017,0.306,89,258,29,79,45,21,0,13,139,19,10,77,0.539,0.375,0.914,0.39285714285714285
2312,317,최진행,2018,0.213,57,136,14,29,19,3,0,7,53,15,3,53,0.39,0.305,0.6950000000000001,0.2894736842105263
2313,318,최항,2017,0.321,37,106,14,34,25,8,0,1,45,3,3,29,0.425,0.35100000000000003,0.7759999999999999,0.4342105263157895
2314,318,최항,2018,0.293,98,222,38,65,45,12,1,7,100,25,8,57,0.45,0.384,0.8340000000000001,0.3670886075949367
2317,319,최형우,2008,0.276,126,384,68,106,63,24,0,19,187,48,6,76,0.48700000000000004,0.364,0.851,0.30103806228373703
2318,319,최형우,2009,0.284,113,415,70,118,71,24,0,23,211,53,9,60,0.508,0.375,0.883,0.286144578313253
2319,319,최형우,2010,0.27899999999999997,121,420,71,117,63,29,1,24,220,71,8,91,0.524,0.389,0.9129999999999999,0.30491803278688523
2320,319,최형우,2011,0.34,133,480,80,163,93,37,3,30,296,76,5,88,0.617,0.4270000000000001,1.044,0.3674033149171271
2321,319,최형우,2012,0.271,125,461,51,125,83,27,1,14,196,55,5,76,0.425,0.348,0.7729999999999999,0.2991913746630728
2322,319,최형우,2013,0.305,128,511,80,156,99,28,0,29,271,47,7,91,0.53,0.366,0.8959999999999999,0.3248081841432225
2323,319,최형우,2014,0.35600000000000004,113,430,92,153,89,33,0,31,279,50,7,62,0.649,0.426,1.075,0.3620178041543027
2324,319,최형우,2015,0.318,144,547,94,174,107,33,1,33,308,73,9,101,0.563,0.402,0.965,0.3414043583535109
2325,319,최형우,2016,0.376,138,519,99,195,116,46,2,31,338,83,9,83,0.6509999999999999,0.46399999999999997,1.115,0.4049382716049383
2326,319,최형우,2017,0.342,142,514,98,176,111,36,3,26,296,96,11,82,0.5760000000000001,0.45,1.026,0.3694581280788177
2327,319,최형우,2018,0.33899999999999997,143,528,92,179,119,34,1,25,290,66,7,87,0.5489999999999999,0.414,0.963,0.3701923076923077
2339,324,하주석,2012,0.17300000000000001,70,127,10,22,20,1,0,1,26,9,0,50,0.205,0.228,0.433,0.27631578947368424
2342,324,하주석,2016,0.27899999999999997,115,405,58,113,81,21,1,10,166,18,9,115,0.41,0.32299999999999995,0.733,0.3678571428571429
2343,324,하주석,2017,0.285,111,432,69,123,86,18,8,11,190,23,5,83,0.44,0.32799999999999996,0.768,0.33136094674556216
2344,324,하주석,2018,0.254,141,484,67,123,91,20,3,9,176,28,4,130,0.364,0.3,0.6639999999999999,0.33043478260869563
2347,325,하준호,2015,0.258,80,248,33,64,48,10,0,6,92,21,7,73,0.371,0.332,0.7030000000000001,0.3431952662721893
2348,325,하준호,2016,0.21899999999999997,94,187,26,41,33,5,0,3,55,20,5,63,0.294,0.31,0.604,0.3140495867768595
2349,325,하준호,2017,0.22399999999999998,101,196,31,44,29,11,1,3,66,21,4,57,0.337,0.311,0.648,0.3014705882352941
2352,326,한동민,2013,0.263,99,285,36,75,44,15,2,14,136,20,16,82,0.47700000000000004,0.34299999999999997,0.8200000000000001,0.32275132275132273
2353,326,한동민,2014,0.252,67,143,17,36,20,10,3,3,61,11,5,53,0.4270000000000001,0.32299999999999995,0.75,0.3793103448275862
2355,326,한동민,2017,0.294,103,350,64,103,51,21,2,29,215,46,15,79,0.614,0.396,1.01,0.30578512396694213
2356,326,한동민,2018,0.284,136,486,97,138,66,31,0,41,292,52,16,124,0.601,0.3670000000000001,0.968,0.30218068535825543
2357,327,한동희,2018,0.23199999999999998,87,211,24,49,31,13,1,4,76,12,2,58,0.36,0.27899999999999997,0.639,0.30201342281879195
2366,331,허경민,2012,0.266,92,154,28,41,33,8,0,0,49,7,5,17,0.318,0.317,0.635,0.29927007299270075
2367,331,허경민,2013,0.298,75,228,35,68,57,9,1,1,82,27,9,14,0.36,0.387,0.747,0.3145539906103286
2368,331,허경민,2014,0.247,105,198,33,49,40,8,1,0,59,21,6,21,0.298,0.335,0.633,0.2768361581920904
2369,331,허경민,2015,0.317,117,404,64,128,105,20,2,1,155,31,7,42,0.384,0.373,0.757,0.3518005540166205
2370,331,허경민,2016,0.28600000000000003,144,538,96,154,119,24,4,7,207,49,14,58,0.385,0.36,0.745,0.3107822410147992
2371,331,허경민,2017,0.257,130,369,50,95,69,22,1,3,128,29,10,48,0.34700000000000003,0.327,0.6739999999999999,0.2893081761006289
2372,331,허경민,2018,0.324,133,516,85,167,122,30,5,10,237,32,16,52,0.45899999999999996,0.376,0.835,0.3458149779735683
2374,332,허도환,2011,0.223,79,166,13,37,30,6,1,0,45,11,2,43,0.271,0.275,0.546,0.3008130081300813
2375,332,허도환,2012,0.195,94,210,11,41,29,11,0,1,55,15,7,62,0.262,0.272,0.534,0.272108843537415
2376,332,허도환,2013,0.215,116,260,29,56,42,12,1,1,73,29,14,86,0.281,0.327,0.6080000000000001,0.3179190751445087
2377,332,허도환,2014,0.22,93,182,18,40,30,8,0,2,54,20,8,52,0.297,0.322,0.619,0.296875
2392,334,호잉,2018,0.306,142,529,85,162,83,47,2,30,303,51,5,93,0.573,0.369,0.9420000000000001,0.3251231527093596
2414,337,홍재호,2013,0.19399999999999998,85,124,15,24,20,2,0,2,32,13,1,17,0.258,0.275,0.5329999999999999,0.20952380952380953
2434,342,황재균,2007,0.3,63,160,19,48,40,6,0,2,60,5,1,33,0.375,0.32299999999999995,0.698,0.368
2435,342,황재균,2008,0.239,117,306,27,73,61,10,1,1,88,16,2,56,0.28800000000000003,0.27899999999999997,0.5670000000000001,0.2891566265060241
2436,342,황재균,2009,0.284,133,536,86,152,102,27,5,18,243,55,3,100,0.45299999999999996,0.349,0.802,0.32057416267942584
2437,342,황재균,2010,0.225,94,306,41,69,46,14,3,6,107,32,4,73,0.35,0.303,0.653,0.2775330396475771
2438,342,황재균,2011,0.289,117,398,62,115,81,18,4,12,177,40,9,78,0.445,0.36,0.8049999999999999,0.3344155844155844
2439,342,황재균,2012,0.272,133,448,42,122,98,19,1,4,155,38,5,81,0.34600000000000003,0.335,0.6809999999999999,0.325068870523416
2440,342,황재균,2013,0.27399999999999997,128,489,70,134,95,29,3,7,190,49,10,78,0.389,0.35,0.7390000000000001,0.31435643564356436
2441,342,황재균,2014,0.321,128,486,66,156,108,33,3,12,231,53,3,86,0.475,0.38799999999999996,0.863,0.3711340206185567
2442,342,황재균,2015,0.29,144,534,95,155,86,41,2,26,278,48,4,122,0.521,0.35,0.871,0.33419689119170987
2443,342,황재균,2016,0.335,127,498,97,167,109,26,5,27,284,49,4,66,0.57,0.39399999999999996,0.9640000000000001,0.345679012345679
2444,342,황재균,2018,0.29600000000000004,142,530,76,157,88,41,3,25,279,49,4,120,0.526,0.358,0.884,0.34285714285714286
2452,344,황진수,2017,0.29100000000000004,60,117,18,34,25,6,2,1,47,10,3,38,0.402,0.359,0.7609999999999999,0.4230769230769231
